locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T01:15:00+00:00', 'local': '2024-07-29T07:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-29T00:15:00+00:00', 'local': '2024-07-29T06:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T23:15:00+00:00', 'local': '2024-07-29T05:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T22:15:00+00:00', 'local': '2024-07-29T04:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T21:15:00+00:00', 'local': '2024-07-29T03:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T20:15:00+00:00', 'local': '2024-07-29T02:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T19:15:00+00:00', 'local': '2024-07-29T01:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T18:15:00+00:00', 'local': '2024-07-29T00:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T17:15:00+00:00', 'local': '2024-07-28T23:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T16:15:00+00:00', 'local': '2024-07-28T22:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T15:15:00+00:00', 'local': '2024-07-28T21:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T14:15:00+00:00', 'local': '2024-07-28T20:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T13:15:00+00:00', 'local': '2024-07-28T19:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T12:15:00+00:00', 'local': '2024-07-28T18:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T11:15:00+00:00', 'local': '2024-07-28T17:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T10:15:00+00:00', 'local': '2024-07-28T16:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T09:15:00+00:00', 'local': '2024-07-28T15:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T08:15:00+00:00', 'local': '2024-07-28T14:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T07:15:00+00:00', 'local': '2024-07-28T13:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T06:15:00+00:00', 'local': '2024-07-28T12:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T05:15:00+00:00', 'local': '2024-07-28T11:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T04:15:00+00:00', 'local': '2024-07-28T10:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T03:15:00+00:00', 'local': '2024-07-28T09:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T02:15:00+00:00', 'local': '2024-07-28T08:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T01:15:00+00:00', 'local': '2024-07-28T07:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-28T00:15:00+00:00', 'local': '2024-07-28T06:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T23:15:00+00:00', 'local': '2024-07-28T05:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T22:15:00+00:00', 'local': '2024-07-28T04:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T21:15:00+00:00', 'local': '2024-07-28T03:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T20:15:00+00:00', 'local': '2024-07-28T02:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T19:15:00+00:00', 'local': '2024-07-28T01:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T18:15:00+00:00', 'local': '2024-07-28T00:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T17:15:00+00:00', 'local': '2024-07-27T23:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T16:15:00+00:00', 'local': '2024-07-27T22:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T15:15:00+00:00', 'local': '2024-07-27T21:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T14:15:00+00:00', 'local': '2024-07-27T20:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T13:15:00+00:00', 'local': '2024-07-27T19:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T12:15:00+00:00', 'local': '2024-07-27T18:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T11:15:00+00:00', 'local': '2024-07-27T17:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T10:15:00+00:00', 'local': '2024-07-27T16:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T09:15:00+00:00', 'local': '2024-07-27T15:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T08:15:00+00:00', 'local': '2024-07-27T14:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T07:15:00+00:00', 'local': '2024-07-27T13:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T06:15:00+00:00', 'local': '2024-07-27T12:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
3459,Embassy Kathmandu,pm25,-999.0,"{'utc': '2024-07-27T05:15:00+00:00', 'local': '2024-07-27T11:00:00+05:45'}",µg/m³,"{'latitude': 27.738703, 'longitude': 85.336206}",NP,,False,,Governmental Organization,reference grade
