,Time,CAPE
540,2024-05-23T12:00:00+05:45,91.406296
541,2024-05-23T13:00:00+05:45,95.70822
542,2024-05-23T14:00:00+05:45,67.73259
543,2024-05-23T15:00:00+05:45,45.49408
544,2024-05-23T16:00:00+05:45,23.021332
545,2024-05-23T17:00:00+05:45,14.875615
546,2024-05-23T18:00:00+05:45,22.065552
547,2024-05-23T19:00:00+05:45,44.297882
548,2024-05-23T20:00:00+05:45,72.34308
549,2024-05-23T21:00:00+05:45,96.40744
550,2024-05-23T22:00:00+05:45,350.12964
551,2024-05-23T23:00:00+05:45,447.2732
552,2024-05-24T00:00:00+05:45,489.11743
553,2024-05-24T01:00:00+05:45,412.69653
554,2024-05-24T02:00:00+05:45,311.5017
555,2024-05-24T03:00:00+05:45,233.45935
556,2024-05-24T04:00:00+05:45,236.58817
557,2024-05-24T05:00:00+05:45,187.12411
558,2024-05-24T06:00:00+05:45,126.45604
559,2024-05-24T07:00:00+05:45,95.91673
560,2024-05-24T08:00:00+05:45,69.56673
561,2024-05-24T09:00:00+05:45,78.67517
562,2024-05-24T10:00:00+05:45,53.193634
563,2024-05-24T11:00:00+05:45,58.554337
564,2024-05-24T12:00:00+05:45,77.5229
565,2024-05-24T13:00:00+05:45,122.58099
566,2024-05-24T14:00:00+05:45,115.735016
567,2024-05-24T15:00:00+05:45,109.0018
568,2024-05-24T16:00:00+05:45,127.46263
569,2024-05-24T17:00:00+05:45,151.85132
570,2024-05-24T18:00:00+05:45,183.5277
571,2024-05-24T19:00:00+05:45,210.85313
572,2024-05-24T20:00:00+05:45,203.78517
573,2024-05-24T21:00:00+05:45,176.60468
574,2024-05-24T22:00:00+05:45,359.66992
575,2024-05-24T23:00:00+05:45,369.71167
576,2024-05-25T00:00:00+05:45,319.7439
577,2024-05-25T01:00:00+05:45,196.79646
578,2024-05-25T02:00:00+05:45,219.15028
579,2024-05-25T03:00:00+05:45,208.93459
580,2024-05-25T04:00:00+05:45,246.34747
581,2024-05-25T05:00:00+05:45,346.3877
582,2024-05-25T06:00:00+05:45,525.1599
